,Node_1,Node_2
11619,ENSG00000175841,FAM172BP
11620,ENSG00000175854,SWI5
11621,ENSG00000175857,GAPT
11622,ENSG00000175866,BAIAP2
11623,ENSG00000175868,CALCB
11624,ENSG00000175873,AC004840.9
11625,ENSG00000175874,CREG2
11626,ENSG00000175886,RPL7AP66
11627,ENSG00000175893,ZDHHC21
11628,ENSG00000175894,TSPEAR
11629,ENSG00000175895,PLEKHF2
11630,ENSG00000175898,CTD-2369P2.2
11631,ENSG00000175899,A2M
11632,ENSG00000175906,ARL4D
11633,ENSG00000175911,AC127496.1
11634,ENSG00000175920,DOK7
11635,ENSG00000175928,LRRN1
11636,ENSG00000175931,UBE2O
11637,ENSG00000175938,ORAI3
11638,ENSG00000175970,UNC119B
11639,ENSG00000175984,DENND2C
11640,ENSG00000175985,PLEKHD1
11641,ENSG00000176014,TUBB6
11642,ENSG00000176018,LYSMD3
11643,ENSG00000176022,B3GALT6
11644,ENSG00000176024,ZNF613
11645,ENSG00000176043,RP1-146I3.1
11646,ENSG00000176046,NUPR1
11647,ENSG00000176049,JAKMIP2
11648,ENSG00000176054,RPL23P2
11649,ENSG00000176055,MBLAC2
11650,ENSG00000176058,TPRN
11651,ENSG00000176076,KCNE1L
11652,ENSG00000176083,ZNF683
11653,ENSG00000176087,SLC35A4
11654,ENSG00000176092,AIM1L
11655,ENSG00000176095,IP6K1
11656,ENSG00000176101,SSNA1
11657,ENSG00000176102,CSTF3
11658,ENSG00000176105,YES1
11659,ENSG00000176108,CHMP6
11660,ENSG00000176124,DLEU1
11661,ENSG00000176125,UFSP1
11662,ENSG00000176142,TMEM39A
11663,ENSG00000176148,TCP11L1
11664,ENSG00000176155,CCDC57
11665,ENSG00000176160,HSF5
11666,ENSG00000176170,SPHK1
11667,ENSG00000176171,BNIP3
11668,ENSG00000176182,MYPOP
11669,ENSG00000176208,ATAD5
11670,ENSG00000176209,SMIM19
11671,ENSG00000176222,ZNF404
11672,ENSG00000176225,RTTN
11673,ENSG00000176236,C10orf111
11674,ENSG00000176244,ACBD7
11675,ENSG00000176248,ANAPC2
11676,ENSG00000176261,ZBTB8OS
11677,ENSG00000176268,CYCSP34
11678,ENSG00000176273,SLC35G1
11679,ENSG00000176274,SLC25A53
11680,ENSG00000176289,IDSP1
11681,ENSG00000176293,ZNF135
11682,ENSG00000176318,FOXN3P1
11683,ENSG00000176320,RP11-404O13.5
11684,ENSG00000176340,COX8A
11685,ENSG00000176343,RPL37AP8
11686,ENSG00000176371,ZSCAN2
11687,ENSG00000176383,B3GNT4
11688,ENSG00000176386,CDC26
11689,ENSG00000176390,CRLF3
11690,ENSG00000176393,RNPEP
11691,ENSG00000176396,EID2
11692,ENSG00000176401,EID2B
11693,ENSG00000176406,RIMS2
11694,ENSG00000176407,KCMF1
11695,ENSG00000176410,DNAJC30
11696,ENSG00000176422,SPRYD4
11697,ENSG00000176428,VPS37D
11698,ENSG00000176435,CLEC14A
11699,ENSG00000176438,SYNE3
11700,ENSG00000176444,CLK2
11701,ENSG00000176454,LPCAT4
11702,ENSG00000176463,SLCO3A1
11703,ENSG00000176472,ZNF575
11704,ENSG00000176473,WDR25
11705,ENSG00000176476,CCDC101
11706,ENSG00000176485,PLA2G16
11707,ENSG00000176490,DIRAS1
11708,ENSG00000176531,PHLDB3
11709,ENSG00000176532,PRR15
11710,ENSG00000176533,GNG7
11711,ENSG00000176542,KIAA2018
11712,ENSG00000176563,CNTD1
11713,ENSG00000176593,CTD-2368P22.1
11714,ENSG00000176595,KBTBD11
11715,ENSG00000176597,B3GNT5
11716,ENSG00000176619,LMNB2
11717,ENSG00000176623,RMDN1
11718,ENSG00000176624,MEX3C
11719,ENSG00000176641,RNF152
11720,ENSG00000176658,MYO1D
11721,ENSG00000176659,C20orf197
11722,ENSG00000176681,LRRC37A
11723,ENSG00000176697,BDNF
11724,ENSG00000176700,SCAND2P
11725,ENSG00000176714,CCDC121
11726,ENSG00000176715,ACSF3
11727,ENSG00000176720,BOK
11728,ENSG00000176723,ZNF843
11729,ENSG00000176728,TTTY14
11730,ENSG00000176731,C8orf59
11731,ENSG00000176732,PFN4
11732,ENSG00000176749,CDK5R1
11733,ENSG00000176753,C15orf56
11734,ENSG00000176783,RUFY1
11735,ENSG00000176788,BASP1
11736,ENSG00000176809,LRRC37A3
11737,ENSG00000176812,RP11-629O4.1
11738,ENSG00000176824,AC009951.1
11739,ENSG00000176826,FKBP9L
11740,ENSG00000176834,VSIG10
11741,ENSG00000176842,IRX5
11742,ENSG00000176845,METRNL
11743,ENSG00000176853,FAM91A1
11744,ENSG00000176871,WSB2
11745,ENSG00000176890,TYMS
11746,ENSG00000176894,PXMP2
11747,ENSG00000176896,TCEANC
11748,ENSG00000176903,PNMA1
11749,ENSG00000176909,MAMSTR
11750,ENSG00000176912,C18orf56
11751,ENSG00000176915,ANKLE2
11752,ENSG00000176919,C8G
11753,ENSG00000176927,EFCAB5
11754,ENSG00000176928,GCNT4
11755,ENSG00000176933,TOB2P1
11756,ENSG00000176945,MUC20
11757,ENSG00000176946,THAP4
11758,ENSG00000176953,NFATC2IP
11759,ENSG00000176973,FAM89B
11760,ENSG00000176974,SHMT1
11761,ENSG00000176978,DPP7
11762,ENSG00000176986,SEC24C
11763,ENSG00000176994,SMCR8
11764,ENSG00000176998,HCG4
11765,ENSG00000177000,MTHFR
11766,ENSG00000177025,C19orf18
11767,ENSG00000177030,DEAF1
11768,ENSG00000177034,MTX3
11769,ENSG00000177042,TMEM80
11770,ENSG00000177045,SIX5
11771,ENSG00000177051,FBXO46
11772,ENSG00000177054,ZDHHC13
11773,ENSG00000177058,SLC38A9
11774,ENSG00000177076,ACER2
11775,ENSG00000177082,WDR73
11776,ENSG00000177084,POLE
11777,ENSG00000177096,FAM109B
11778,ENSG00000177098,SCN4B
11779,ENSG00000177103,DSCAML1
11780,ENSG00000177105,RHOG
11781,ENSG00000177106,EPS8L2
11782,ENSG00000177112,MRVI1-AS1
11783,ENSG00000177119,ANO6
11784,ENSG00000177125,ZBTB34
11785,ENSG00000177133,LINC00982
11786,ENSG00000177144,NUDT4P1
11787,ENSG00000177150,FAM210A
11788,ENSG00000177156,TALDO1
11789,ENSG00000177169,ULK1
11790,ENSG00000177173,NAP1L4P1
11791,ENSG00000177181,RIMKLA
11792,ENSG00000177189,RPS6KA3
11793,ENSG00000177191,B3GNT8
11794,ENSG00000177192,PUS1
11795,ENSG00000177197,PCNPP5
11796,ENSG00000177200,CHD9
11797,ENSG00000177212,OR2T33
11798,ENSG00000177225,PDDC1
11799,ENSG00000177236,AP006621.1
11800,ENSG00000177238,TRIM72
11801,ENSG00000177239,MAN1B1
11802,ENSG00000177272,KCNA3
11803,ENSG00000177283,FZD8
11804,ENSG00000177294,FBXO39
11805,ENSG00000177301,KCNA2
11806,ENSG00000177302,TOP3A
11807,ENSG00000177303,CASKIN2
11808,ENSG00000177311,ZBTB38
11809,ENSG00000177324,BEND2
11810,ENSG00000177335,C8orf31
11811,ENSG00000177337,DLGAP1-AS1
11812,ENSG00000177340,AC024940.1
11813,ENSG00000177350,RPL13AP3
11814,ENSG00000177352,CCDC71
11815,ENSG00000177359,RP11-551L14.1
11816,ENSG00000177370,TIMM22
11817,ENSG00000177374,HIC1
11818,ENSG00000177380,PPFIA3
11819,ENSG00000177383,MAGEF1
11820,ENSG00000177398,UMODL1
11821,ENSG00000177406,RP11-218M22.1
11822,ENSG00000177409,SAMD9L
11823,ENSG00000177410,ZFAS1
11824,ENSG00000177418,AC006001.1
11825,ENSG00000177425,PAWR
11826,ENSG00000177426,TGIF1
11827,ENSG00000177427,MIEF2
11828,ENSG00000177432,NAP1L5
11829,ENSG00000177453,NIM1K
11830,ENSG00000177455,CD19
11831,ENSG00000177462,OR2T8
11832,ENSG00000177463,NR2C2
11833,ENSG00000177464,GPR4
11834,ENSG00000177465,ACOT4
11835,ENSG00000177469,PTRF
11836,ENSG00000177479,ARIH2
11837,ENSG00000177483,RBM44
11838,ENSG00000177485,ZBTB33
11839,ENSG00000177508,IRX3
11840,ENSG00000177542,SLC25A22
11841,ENSG00000177548,RABEP2
11842,ENSG00000177556,ATOX1
11843,ENSG00000177565,TBL1XR1
11844,ENSG00000177570,SAMD12
11845,ENSG00000177575,CD163
11846,ENSG00000177576,C18orf32
11847,ENSG00000177595,PIDD
11848,ENSG00000177599,ZNF491
11849,ENSG00000177600,RPLP2
11850,ENSG00000177602,GSG2
11851,ENSG00000177606,JUN
11852,ENSG00000177613,CSTF2T
11853,ENSG00000177614,PGBD5
11854,ENSG00000177628,GBA
11855,ENSG00000177640,CASC2
11856,ENSG00000177646,ACAD9
11857,ENSG00000177663,IL17RA
11858,ENSG00000177666,PNPLA2
11859,ENSG00000177669,MBOAT4
11860,ENSG00000177674,AGTRAP
11861,ENSG00000177675,CD163L1
11862,ENSG00000177683,THAP5
11863,ENSG00000177685,EFCAB4A
11864,ENSG00000177688,SUMO4
11865,ENSG00000177692,DNAJC28
11866,ENSG00000177694,NAALADL2
11867,ENSG00000177697,CD151
11868,ENSG00000177700,POLR2L
11869,ENSG00000177706,FAM20C
11870,ENSG00000177707,PVRL3
11871,ENSG00000177721,ANXA2R
11872,ENSG00000177728,KIAA0195
11873,ENSG00000177731,FLII
11874,ENSG00000177732,SOX12
11875,ENSG00000177733,HNRNPA0
11876,ENSG00000177738,CTD-2201E18.3
11877,ENSG00000177764,ZCCHC3
11878,ENSG00000177770,CDKN2AIPNLP1
11879,ENSG00000177788,RP5-1061H20.4
11880,ENSG00000177803,RP11-606P2.1
11881,ENSG00000177830,CHID1
11882,ENSG00000177839,PCDHB9
11883,ENSG00000177842,ZNF620
11884,ENSG00000177853,ZNF518A
11885,ENSG00000177854,TMEM187
11886,ENSG00000177855,CACYBPP2
11887,ENSG00000177868,CCDC23
11888,ENSG00000177873,ZNF619
11889,ENSG00000177875,C12orf68
11890,ENSG00000177879,AP3S1
11891,ENSG00000177885,GRB2
11892,ENSG00000177888,ZBTB41
11893,ENSG00000177889,UBE2N
11894,ENSG00000177910,SPATA31C2
11895,ENSG00000177917,ARL6IP6
11896,ENSG00000177932,ZNF354C
11897,ENSG00000177943,MAMDC4
11898,ENSG00000177946,CENPBD1
11899,ENSG00000177951,BET1L
11900,ENSG00000177954,RPS27
11901,ENSG00000177963,RIC8A
11902,ENSG00000177971,IMP3
11903,ENSG00000177981,ASB8
11904,ENSG00000177989,ODF3B
11905,ENSG00000177990,DPY19L2
11906,ENSG00000178015,GPR150
11907,ENSG00000178026,FAM211B
11908,ENSG00000178028,DMAP1
11909,ENSG00000178033,FAM26E
11910,ENSG00000178035,IMPDH2
11911,ENSG00000178038,ALS2CL
11912,ENSG00000178053,MLF1
11913,ENSG00000178055,PRSS42
11914,ENSG00000178057,NDUFAF3
11915,ENSG00000178074,C2orf69
11916,ENSG00000178075,GRAMD1C
11917,ENSG00000178078,STAP2
11918,ENSG00000178081,ULK4P3
11919,ENSG00000178082,TWF1P1
11920,ENSG00000178093,TSSK6
11921,ENSG00000178096,BOLA1
11922,ENSG00000178104,PDE4DIP
11923,ENSG00000178105,DDX10
11924,ENSG00000178115,GOLGA8Q
11925,ENSG00000178127,NDUFV2
11926,ENSG00000178146,RP1-232L22__B.1
11927,ENSG00000178149,DALRD3
11928,ENSG00000178150,ZNF114
11929,ENSG00000178162,FAR2P2
11930,ENSG00000178163,ZNF518B
11931,ENSG00000178175,ZNF366
11932,ENSG00000178177,LCORL
11933,ENSG00000178184,PARD6G
11934,ENSG00000178188,SH2B1
11935,ENSG00000178199,ZC3H12D
11936,ENSG00000178201,VN1R1
11937,ENSG00000178202,KDELC2
11938,ENSG00000178209,PLEC
11939,ENSG00000178217,SH2D4B
11940,ENSG00000178222,RNF212
11941,ENSG00000178226,PRSS36
11942,ENSG00000178229,ZNF543
11943,ENSG00000178234,GALNT11
11944,ENSG00000178252,WDR6
11945,ENSG00000178295,GEN1
11946,ENSG00000178297,TMPRSS9
11947,ENSG00000178301,AQP11
11948,ENSG00000178307,TMEM11
11949,ENSG00000178338,ZNF354B
11950,ENSG00000178342,KCNG2
11951,ENSG00000178381,ZFAND2A
11952,ENSG00000178385,PLEKHM3
11953,ENSG00000178386,ZNF223
11954,ENSG00000178397,FAM220A
11955,ENSG00000178404,DDC8
11956,ENSG00000178409,BEND3
11957,ENSG00000178412,RP11-567M16.3
11958,ENSG00000178425,NT5DC1
11959,ENSG00000178429,RPS3AP5
11960,ENSG00000178430,AC006111.1
11961,ENSG00000178440,LINC00843
11962,ENSG00000178445,GLDC
11963,ENSG00000178449,COX14
11964,ENSG00000178458,H3F3AP6
11965,ENSG00000178460,MCMDC2
11966,ENSG00000178462,TUBAL3
11967,ENSG00000178464,CTD-2192J16.15
11968,ENSG00000178467,P4HTM
11969,ENSG00000178498,DTX3
11970,ENSG00000178502,KLHL11
11971,ENSG00000178503,NECAP1P1
11972,ENSG00000178531,CTXN1
11973,ENSG00000178537,SLC25A20
11974,ENSG00000178538,CA8
11975,ENSG00000178562,CD28
11976,ENSG00000178567,EPM2AIP1
11977,ENSG00000178573,MAF
11978,ENSG00000178585,CTNNBIP1
11979,ENSG00000178605,GTPBP6
11980,ENSG00000178607,ERN1
11981,ENSG00000178623,GPR35
11982,ENSG00000178631,ACTG1P1
11983,ENSG00000178636,RP11-455G16.1
11984,ENSG00000178660,ARMC10P1
11985,ENSG00000178665,ZNF713
11986,ENSG00000178685,PARP10
11987,ENSG00000178690,DYNAP
11988,ENSG00000178691,SUZ12
11989,ENSG00000178694,NSUN3
11990,ENSG00000178695,KCTD12
11991,ENSG00000178700,DHFRL1
11992,ENSG00000178715,RP11-169K16.8
11993,ENSG00000178718,RPP25
11994,ENSG00000178719,GRINA
11995,ENSG00000178723,GLULP4
11996,ENSG00000178726,THBD
11997,ENSG00000178732,GP5
11998,ENSG00000178741,COX5A
11999,ENSG00000178752,FAM132B
12000,ENSG00000178761,FAM219B
12001,ENSG00000178764,ZHX2
12002,ENSG00000178773,CPNE7
12003,ENSG00000178789,CD300LB
12004,ENSG00000178802,MPI
12005,ENSG00000178803,ADORA2A-AS1
12006,ENSG00000178809,TRIM73
12007,ENSG00000178814,OPLAH
12008,ENSG00000178821,TMEM52
12009,ENSG00000178852,EFCAB13
12010,ENSG00000178860,MSC
12011,ENSG00000178878,APOLD1
12012,ENSG00000178882,FAM101A
12013,ENSG00000178896,EXOSC4
12014,ENSG00000178904,DPY19L3
12015,ENSG00000178913,TAF7
12016,ENSG00000178917,ZNF852
12017,ENSG00000178921,PFAS
12018,ENSG00000178922,HYI
12019,ENSG00000178927,C17orf62
12020,ENSG00000178935,ZNF552
12021,ENSG00000178947,LINC00086
12022,ENSG00000178950,GAK
12023,ENSG00000178951,ZBTB7A
12024,ENSG00000178952,TUFM
12025,ENSG00000178965,C1orf173
12026,ENSG00000178966,RMI1
12027,ENSG00000178971,CTC1
12028,ENSG00000178972,AC097658.1
12029,ENSG00000178974,FBXO34
12030,ENSG00000178977,LINC00324
12031,ENSG00000178980,SEPW1
12032,ENSG00000178982,EIF3K
12033,ENSG00000178988,MRFAP1L1
12034,ENSG00000178996,SNX18
12035,ENSG00000178999,AURKB
12036,ENSG00000179008,C14orf39
12037,ENSG00000179010,MRFAP1
12038,ENSG00000179021,C3orf38
12039,ENSG00000179029,TMEM107
12040,ENSG00000179031,LL0XNC01-131B10.2
12041,ENSG00000179041,RRS1
12042,ENSG00000179044,EXOC3L1
12043,ENSG00000179051,RCC2
12044,ENSG00000179057,IGSF22
12045,ENSG00000179061,AC012074.1
12046,ENSG00000179082,C9orf106
12047,ENSG00000179085,DPM3
12048,ENSG00000179088,C12orf42
12049,ENSG00000179091,CYC1
12050,ENSG00000179094,PER1
12051,ENSG00000179097,HTR1F
12052,ENSG00000179101,RP11-349N19.2
12053,ENSG00000179104,TMTC2
12054,ENSG00000179111,HES7
12055,ENSG00000179115,FARSA
12056,ENSG00000179119,SPTY2D1
12057,ENSG00000179131,RP11-458F8.3
12058,ENSG00000179134,SAMD4B
12059,ENSG00000179144,GIMAP7
12060,ENSG00000179151,EDC3
12061,ENSG00000179152,TCAIM
12062,ENSG00000179163,FUCA1
12063,ENSG00000179165,PXT1
12064,ENSG00000179168,GGN
12065,ENSG00000179172,HNRNPCL1
12066,ENSG00000179178,TMEM125
12067,ENSG00000179195,ZNF664
12068,ENSG00000179213,SIGLECL1
12069,ENSG00000179218,CALR
12070,ENSG00000179222,MAGED1
12071,ENSG00000179240,RP11-111M22.2
12072,ENSG00000179241,LDLRAD3
12073,ENSG00000179242,CDH4
12074,ENSG00000179253,RP11-429E11.3
12075,ENSG00000179262,RAD23A
12076,ENSG00000179271,GADD45GIP1
12077,ENSG00000179277,MEIS3P1
12078,ENSG00000179294,C17orf96
12079,ENSG00000179295,PTPN11
12080,ENSG00000179296,CTGLF12P
12081,ENSG00000179299,NSUN7
12082,ENSG00000179300,ZCCHC5
12083,ENSG00000179304,FAM156B
12084,ENSG00000179314,WSCD1
12085,ENSG00000179331,RAB39A
12086,ENSG00000179335,CLK3
12087,ENSG00000179344,HLA-DQB1
12088,ENSG00000179348,GATA2
12089,ENSG00000179361,ARID3B
12090,ENSG00000179362,HMGN2P46
12091,ENSG00000179364,PACS2
12092,ENSG00000179387,ELMOD2
12093,ENSG00000179388,EGR3
12094,ENSG00000179397,C1orf101
12095,ENSG00000179399,GPC5
12096,ENSG00000179403,VWA1
12097,ENSG00000179406,LINC00174
12098,ENSG00000179409,GEMIN4
12099,ENSG00000179412,HNRNPCP5
12100,ENSG00000179431,FJX1
12101,ENSG00000179454,KLHL28
12102,ENSG00000179455,MKRN3
12103,ENSG00000179456,ZBTB18
12104,ENSG00000179467,AL109806.1
12105,ENSG00000179476,C14orf28
12106,ENSG00000179477,ALOX12B
12107,ENSG00000179523,EIF3J-AS1
12108,ENSG00000179526,SHARPIN
12109,ENSG00000179528,LBX2
12110,ENSG00000179532,DNHD1
12111,ENSG00000179542,SLITRK4
12112,ENSG00000179562,GCC1
12113,ENSG00000179583,CIITA
12114,ENSG00000179588,ZFPM1
12115,ENSG00000179593,ALOX15B
12116,ENSG00000179598,PLD6
12117,ENSG00000179604,CDC42EP4
12118,ENSG00000179611,DGKZP1
12119,ENSG00000179627,ZBTB42
12120,ENSG00000179630,LACC1
12121,ENSG00000179632,MAF1
12122,ENSG00000179639,FCER1A
12123,ENSG00000179698,KIAA1875
12124,ENSG00000179715,PCED1B
12125,ENSG00000179743,RP11-169K16.9
12126,ENSG00000179750,APOBEC3B
12127,ENSG00000179761,PIPOX
12128,ENSG00000179776,CDH5
12129,ENSG00000179818,PCBP1-AS1
12130,ENSG00000179820,MYADM
12131,ENSG00000179832,MROH1
12132,ENSG00000179833,SERTAD2
12133,ENSG00000179837,RBM15B
12134,ENSG00000179840,C1orf200
12135,ENSG00000179841,AKAP5
12136,ENSG00000179846,NKPD1
12137,ENSG00000179855,GIPC3
12138,ENSG00000179859,AC025335.1
12139,ENSG00000179862,CITED4
12140,ENSG00000179869,ABCA13
12141,ENSG00000179873,NLRP11
12142,ENSG00000179886,TIGD5
12143,ENSG00000179889,PDXDC1
12144,ENSG00000179899,PHC1P1
12145,ENSG00000179909,ZNF154
12146,ENSG00000179912,R3HDM2
12147,ENSG00000179913,B3GNT3
12148,ENSG00000179914,ITLN1
12149,ENSG00000179915,NRXN1
12150,ENSG00000179918,SEPHS2
12151,ENSG00000179921,GPBAR1
12152,ENSG00000179922,ZNF784
12153,ENSG00000179930,ZNF648
12154,ENSG00000179933,C14orf119
12155,ENSG00000179934,CCR8
12156,ENSG00000179938,GOLGA8J
12157,ENSG00000179941,BBS10
12158,ENSG00000179943,FIZ1
12159,ENSG00000179950,PUF60
12160,ENSG00000179954,SSC5D
12161,ENSG00000179958,DCTPP1
12162,ENSG00000179965,ZNF771
12163,ENSG00000179967,PPP1R14BP3
12164,ENSG00000179978,RP11-1319K7.1
12165,ENSG00000179979,CRIPAK
12166,ENSG00000179981,TSHZ1
12167,ENSG00000179988,PSTK
12168,ENSG00000180008,SOCS4
12169,ENSG00000180011,ZADH2
12170,ENSG00000180015,RP11-756P10.3
12171,ENSG00000180035,ZNF48
12172,ENSG00000180044,C3orf80
12173,ENSG00000180061,TMEM150B
12174,ENSG00000180066,C10orf91
12175,ENSG00000180071,ANKRD18A
12176,ENSG00000180089,TMEM86B
12177,ENSG00000180096,SEPT1
12178,ENSG00000180098,TRNAU1AP
12179,ENSG00000180104,EXOC3
12180,ENSG00000180138,CSNK1A1L
12181,ENSG00000180139,ACTA2-AS1
12182,ENSG00000180155,LYNX1
12183,ENSG00000180172,RPS12P23
12184,ENSG00000180182,MED14
12185,ENSG00000180185,FAHD1
12186,ENSG00000180190,TDRP
12187,ENSG00000180198,RCC1
12188,ENSG00000180209,MYLPF
12189,ENSG00000180211,RP1-278E11.3
12190,ENSG00000180221,TPT1P10
12191,ENSG00000180228,PRKRA
12192,ENSG00000180229,HERC2P3
12193,ENSG00000180233,ZNRF2
12194,ENSG00000180245,RRH
12195,ENSG00000180257,ZNF816
12196,ENSG00000180263,FGD6
12197,ENSG00000180264,GPR144
12198,ENSG00000180304,OAZ2
12199,ENSG00000180316,PNPLA1
12200,ENSG00000180329,CCDC43
12201,ENSG00000180336,C17orf104
12202,ENSG00000180340,FZD2
12203,ENSG00000180346,TIGD2
12204,ENSG00000180353,HCLS1
12205,ENSG00000180354,MTURN
12206,ENSG00000180357,ZNF609
12207,ENSG00000180370,PAK2
12208,ENSG00000180376,CCDC66
12209,ENSG00000180385,EMC3-AS1
12210,ENSG00000180389,ATP5EP2
12211,ENSG00000180398,MCFD2
12212,ENSG00000180422,LINC00304
12213,ENSG00000180423,HARBI1
12214,ENSG00000180425,C11orf71
12215,ENSG00000180447,GAS1
12216,ENSG00000180448,HMHA1
12217,ENSG00000180458,CTD-3064H18.4
12218,ENSG00000180479,ZNF571
12219,ENSG00000180481,GLIPR1L2
12220,ENSG00000180488,FAM73A
12221,ENSG00000180509,KCNE1
12222,ENSG00000180530,NRIP1
12223,ENSG00000180535,BHLHA15
12224,ENSG00000180537,RNF182
12225,ENSG00000180539,C9orf139
12226,ENSG00000180543,TSPYL5
12227,ENSG00000180549,FUT7
12228,ENSG00000180573,HIST1H2AC
12229,ENSG00000180574,EIF2S3L
12230,ENSG00000180581,SRP9P1
12231,ENSG00000180592,SKIDA1
12232,ENSG00000180596,HIST1H2BC
12233,ENSG00000180611,MB21D2
12234,ENSG00000180616,SSTR2
12235,ENSG00000180626,ZNF594
12236,ENSG00000180628,PCGF5
12237,ENSG00000180644,PRF1
12238,ENSG00000180660,MAB21L1
12239,ENSG00000180667,YOD1
12240,ENSG00000180672,AC007362.1
12241,ENSG00000180673,EXOC5P1
12242,ENSG00000180694,TMEM64
12243,ENSG00000180712,RP11-290F5.2
12244,ENSG00000180720,CHRM4
12245,ENSG00000180730,SHISA2
12246,ENSG00000180739,S1PR5
12247,ENSG00000180747,CTD-2547E10.2
12248,ENSG00000180758,GPR157
12249,ENSG00000180764,PIPSL
12250,ENSG00000180767,CHST13
12251,ENSG00000180769,WDFY3-AS2
12252,ENSG00000180771,SRSF8
12253,ENSG00000180773,SLC36A4
12254,ENSG00000180776,ZDHHC20
12255,ENSG00000180787,ZFP3
12256,ENSG00000180815,MAP3K15
12257,ENSG00000180817,PPA1
12258,ENSG00000180822,PSMG4
12259,ENSG00000180834,MAP6D1
12260,ENSG00000180855,ZNF443
12261,ENSG00000180867,PDIA3P1
12262,ENSG00000180871,CXCR2
12263,ENSG00000180875,GREM2
12264,ENSG00000180879,SSR4
12265,ENSG00000180881,CAPS2
12266,ENSG00000180884,ZNF792
12267,ENSG00000180891,CUEDC1
12268,ENSG00000180900,SCRIB
12269,ENSG00000180901,KCTD2
12270,ENSG00000180902,D2HGDH
12271,ENSG00000180914,OXTR
12272,ENSG00000180917,CMTR2
12273,ENSG00000180921,FAM83H
12274,ENSG00000180938,ZNF572
12275,ENSG00000180953,ST20
12276,ENSG00000180957,PITPNB
12277,ENSG00000180964,TCEAL8
12278,ENSG00000180979,LRRC57
12279,ENSG00000180988,OR52N2
12280,ENSG00000180992,MRPL14
12281,ENSG00000180998,GPR137C
12282,ENSG00000181004,BBS12
12283,ENSG00000181007,ZFP82
12284,ENSG00000181016,LSMEM1
12285,ENSG00000181019,NQO1
12286,ENSG00000181026,AEN
12287,ENSG00000181027,FKRP
12288,ENSG00000181029,TRAPPC5
12289,ENSG00000181031,RPH3AL
12290,ENSG00000181035,SLC25A42
12291,ENSG00000181036,FCRL6
12292,ENSG00000181038,METTL23
12293,ENSG00000181039,ANKRD34A
12294,ENSG00000181045,SLC26A11
12295,ENSG00000181061,HIGD1A
12296,ENSG00000181074,OR52N4
12297,ENSG00000181085,MAPK15
12298,ENSG00000181090,EHMT1
12299,ENSG00000181097,RP11-429J17.2
12300,ENSG00000181101,SDCCAG3P2
12301,ENSG00000181104,F2R
12302,ENSG00000181126,HLA-V
12303,ENSG00000181135,ZNF707
12304,ENSG00000181143,MUC16
12305,ENSG00000181163,NPM1
12306,ENSG00000181171,FER1L6-AS1
12307,ENSG00000181191,PJA1
12308,ENSG00000181192,DHTKD1
12309,ENSG00000181195,PENK
12310,ENSG00000181215,C4orf50
12311,ENSG00000181218,HIST3H2A
12312,ENSG00000181220,ZNF746
12313,ENSG00000181222,POLR2A
12314,ENSG00000181227,RP4-682C21.2
12315,ENSG00000181234,TMEM132C
12316,ENSG00000181260,MTHFD2P7
12317,ENSG00000181264,TMEM136
12318,ENSG00000181274,FRAT2
12319,ENSG00000181284,TMEM102
12320,ENSG00000181291,TMEM132E
12321,ENSG00000181315,ZNF322
12322,ENSG00000181350,FAM211A
12323,ENSG00000181358,CTAGE10P
12324,ENSG00000181359,HSP90AA6P
12325,ENSG00000181381,DDX60L
12326,ENSG00000181392,SYNE4
12327,ENSG00000181396,OGFOD3
12328,ENSG00000181404,XXyac-YRM2039.2
12329,ENSG00000181409,AATK
12330,ENSG00000181418,DDN
12331,ENSG00000181433,SAGE1
12332,ENSG00000181444,ZNF467
12333,ENSG00000181450,ZNF678
12334,ENSG00000181458,TMEM45A
12335,ENSG00000181467,RAP2B
12336,ENSG00000181472,ZBTB2
12337,ENSG00000181481,RNF135
12338,ENSG00000181513,ACBD4
12339,ENSG00000181523,SGSH
12340,ENSG00000181524,RPL24P4
12341,ENSG00000181544,FANCB
12342,ENSG00000181555,SETD2
12343,ENSG00000181577,C6orf223
12344,ENSG00000181585,TMIE
12345,ENSG00000181588,MEX3D
12346,ENSG00000181610,MRPS23
12347,ENSG00000181619,GPR135
12348,ENSG00000181625,SLX1B
12349,ENSG00000181631,P2RY13
12350,ENSG00000181634,TNFSF15
12351,ENSG00000181638,ZFP41
12352,ENSG00000181649,PHLDA2
12353,ENSG00000181652,ATG9B
12354,ENSG00000181656,GPR88
12355,ENSG00000181666,HKR1
12356,ENSG00000181690,PLAG1
12357,ENSG00000181704,YIPF6
12358,ENSG00000181722,ZBTB20
12359,ENSG00000181744,C3orf58
12360,ENSG00000181751,C5orf30
12361,ENSG00000181754,AMIGO1
12362,ENSG00000181773,GPR3
12363,ENSG00000181788,SIAH2
12364,ENSG00000181789,COPG1
12365,ENSG00000181790,BAI1
12366,ENSG00000181798,LINC00471
12367,ENSG00000181804,SLC9A9
12368,ENSG00000181817,LSM10
12369,ENSG00000181819,KCTD9P2
12370,ENSG00000181826,RELL1
12371,ENSG00000181827,RFX7
12372,ENSG00000181830,SLC35C1
12373,ENSG00000181847,TIGIT
12374,ENSG00000181852,RNF41
12375,ENSG00000181856,SLC2A4
12376,ENSG00000181873,IBA57
12377,ENSG00000181885,CLDN7
12378,ENSG00000181894,ZNF329
